,Persian Translation (Google Translate),sentiment
8469,عیاش,-1
8471,عیب‌جو,-1
8472,عیب‌ناک,-1
8474,عیب‌پوش,1
8482,عکس,-1
8487,عیاش,1
8489,عیب,-1
8498,غارت,-1
8499,غارت‌گر,-1
8505,غاصب,-1
8506,غافل,-1
8514,غایب,-1
8516,غدار,-1
8523,غذایی,1
8525,غرامت,1
8526,غرامت دادن,1
8536,غرض‌آلود,-1
8537,غرغر کردن,-1
8539,غرق,-1
8541,غرق شدن,-1
8542,غرق کشتی,-1
8544,غروب,1
8546,غرور,-1
8547,غرورآفرین,1
8549,غریب نواز,1
8550,غریبه,-1
8551,غریب‌گز,-1
8553,غریب و عجیب,-1
8555,غریزی,1
8557,غزل,1
8559,غسل تعمید,1
8560,غش,-1
8563,غصب کردن,-1
8564,غصبی,-1
8565,غضب,-1
8566,غضب‌ناک,-1
8569,غفلت,-1
8570,غفور,1
8578,غلط,-1
8579,غلط انداز,-1
8583,غلغلک,1
8586,غم,-1
8587,غم افزا,-1
8588,غم انگیز,-1
8589,غم انگیز,-1
8590,غم و اندوه,-1
8591,غم وغصه,-1
8592,غمگین,-1
8593,غمگین,-1
8594,غمگینی,-1
8595,غم‌آلود,-1
8596,غم‌ناک,-1
8597,غنا,1
8601,غنی,1
8602,غنی‌شده,1
8603,غنی کردن,1
8606,غوطه,-1
8609,غوغا,-1
8610,غول,-1
8611,غول پیکر,1
8614,غیر قانونی,-1
8618,غیرآلوده,1
8621,غیرآگاهانه,-1
8625,غیراخلاقی,-1
8626,غیرادبی,-1
8628,غیرارزشی,-1
8630,غیراستاندارد,-1
8632,غیراصلاحی,-1
8634,غیراصولی,-1
8638,غیراقتباسی,1
8639,غیراقتصادی,-1
8652,غیربهداشتی,-1
8667,غیرحرفه‌ای,-1
8672,غیرحلال,-1
8677,غیرخودی,-1
8685,غیررئالیستی,-1
8695,غیرسالم,-1
8697,غیرسمی,1
8702,غیرشرعی,-1
8703,غیرشغلی,-1
8704,غیرشفاف,-1
8706,غیرصادقانه,-1
8707,غیرصحیح,-1
8709,غیرضروری,-1
8710,غیرطبیعی,-1
8711,غیرعادی,-1
8712,غیرعاقلانه,-1
8715,غیرعقلانی,-1
8720,غیرعملی,-1
8721,غیرعملیاتی,-1
8725,غیرفرهنگی,-1
8728,غیرقابل اعتماد,-1
8733,غیرقابل‌تحمل,-1
8736,غیرقابل‌درمان,-1
8738,غیرقابل‌شرب,-1
8739,غیرقابل‌قبول,-1
8741,غیرقابل‌مصرف,-1
8742,غیرقابل‌مهار,-1
8743,غیرقابل‌پذیرش,-1
8745,غیرقابل‌کنترل,-1
8746,غیرقانونی,-1
8748,غیرمؤثر,-1
8751,غیرمبتلا,1
8752,غیرمتخصص,-1
8753,غیرمتداول,-1
8755,غیرمتعارف,-1
8759,غیرمجاز,-1
8760,غیرمحتمل,-1
8761,غیرمحصور,-1
8762,غیرمحقق,-1
8765,غیرمربوطه,-1
8766,غیرمرتبط,-1
8767,غیرمردمی,-1
8769,غیرمسالمت آمیز,-1
8771,غیرمستدل,-1
8773,غیرمستند,-1
8775,غیرمشخص,-1
8777,غیرمشروع,-1
8778,غیرمعتبر,-1
8779,غیرمعقول,-1
8780,غیرمعمول,-1
8781,غیرمعمولی,-1
8783,غیرمفید,-1
8784,غیرمقاوم,-1
8785,غیرملموس,-1
8787,غیرممکن,-1
8789,غیرمنسجم,-1
8790,غیرمنطبق,-1
8791,غیرمنطقی,-1
8792,غیرمنعطف,-1
8794,غیرمهم,-1
8795,غیرموثق,-1
8796,غیرموجه,-1
8809,غیروابسته,1
8814,غیرکارآمد,-1
8819,غیور,1
8820,غیبت,-1
8822,غیبی,-1
8823,غیر ارادی,-1
8824,غیر انسانی,-1
8825,غیر دوستانه,-1
8826,غیر رسمی,-1
8830,غیر طبیعی,-1
8831,غیر عادلانه,-1
8832,غیر عادی,-1
8833,غیر عاقلانه,-1
8835,غیر عملی,-1
8836,غیر فعال,-1
8838,غیر قابل اجرا,-1
8840,غیر قابل تحمل,-1
8842,غیر قابل تطبیق,-1
8844,غیر قابل تقلیل,1
8845,غیر قابل توضیح,-1
8846,غیر قابل دسترس,-1
8848,غیر قابل شنیدن,-1
8849,غیر قابل عبور,-1
8850,غیر قابل فسخ,-1
8853,غیر قابل نفوذ,1
8854,غیر قانونی,-1
8860,غیر مستقیم,-1
8864,غیر مشروع,-1
8865,غیر ممکن,-1
8868,غیر منصفانه,-1
8869,غیر منطقی,-1
8874,غیرت,1
8876,غیرقابل دفاع,-1
8877,غیرقابل فکر,-1
8878,غیرقابل پیش بینی,-1
8880,فئودالیسم,-1
8881,فابریک,1
8884,فاجعه,-1
8885,فاجعه‌آمیز,-1
8886,فاجعه‌بار,-1
8887,فاحش,-1
8888,فاحشه,-1
8889,فاحشه خانه,-1
8890,فاحشگی,-1
8892,فاخر,1
8902,فاسد,-1
8903,فاسد شدن,-1
8904,فاسد شده,-1
8905,فاسق,-1
8913,فاصله میان دو پرده,1
8915,فاضل,1
8916,فاضلاب,-1
8918,فاقد,-1
8920,فاقد وصیت نامه,-1
8921,فال,-1
8926,فانتزی,1
8930,فانوس دریایی,1
8931,فانی,-1
8932,فانی,-1
8936,فتح و غلبه کردن,-1
8937,فتق,-1
8938,فتنه,-1
8939,فتنه انگیز,-1
8940,فتنه انگیزی,-1
8941,فتنه‌جو,-1
8942,فتنه‌گر,-1
8945,فجیع,-1
8946,فحاش,-1
8948,فخیم,1
8949,فدایی,1
8950,فداکار,1
8956,فدیه,-1
8965,فراخور,1
8966,فرادست,1
8967,فرار,-1
8968,فرار کن,-1
8969,فراری,-1
8970,فراری,-1
8972,فراست,1
8975,فراطبیعی,-1
8976,فراغت,1
8977,فراغت از تحصیل,1
8979,فراقانونی,-1
8982,فراموش,-1
8983,فراموش کار,-1
8984,فراموش کردن,-1
8986,فراموشی,-1
8988,فراموش‌نشدنی,1
8990,فراهم,1
8991,فراوان,1
8993,فراوانی,1
8997,فرح‌بخش,1
8998,فرخنده,1
9004,فردیت,1
9005,فرز,1
9006,فرزانه,1
9008,فرسایشی,-1
9009,فرسایش,-1
9013,فرسوده,-1
9017,فرشته,1
9020,فرصت,1
9021,فرصت طلب,-1
9033,فرق,1
9034,فرقه,-1
9036,فرقهای,-1
9043,فرمانده,1
9047,فرمول,1
9055,فرهمند,1
9056,فرهنگ,1
9061,فرهنگستان,1
9063,فرهنگ‌دوست,1
9064,فرهیخته,1
9065,فرو بردن,1
9067,فرو نشاندن,-1
9068,فروتن,1
9069,فروتنی,1
9074,فرودست,-1
9085,فروشگاه,1
9088,فروغ,-1
9089,فرومانده,-1
9090,فرومایه,-1
9091,فرومایه,-1
9095,فروگذار,-1
9096,فریادرس,1
9097,فریبا,1
9098,فریبنده,-1
9099,فریب‌آمیز,-1
9100,فریب‌خورده,-1
9101,فریب‌کار,-1
9103,فریفته,1
9106,فریاد,-1
9107,فریاد زدن,-1
9108,فریب,-1
9109,فریب دادن,-1
9110,فریبا,-1
9111,فریبنده,1
9114,فزونی,1
9115,فساد,-1
9116,فسادپذیر,-1
9118,فسخ,-1
9121,فسق,-1
9124,فشار,-1
9128,فشارزا,-1
9137,فصاحت,1
9141,فصیح,1
9143,فضاحت‌آمیز,-1
9144,فضانورد,1
9148,فضل‌فروش,-1
9149,فضول,-1
9150,فضولی کردن,-1
9151,فطرت,1
9153,فعال,1
9158,فقر,-1
9161,فقید,-1
9162,فقیر,-1
9163,فقیرانه,-1
9164,فقیرنشین,-1
9169,فلاکت بار,-1
9170,فلج,-1
9171,فلج کردن,-1
9176,فلس مانند,-1
9191,فلک‌زده,-1
9193,فنا ناپذیر,1
9203,فهم,1
9204,فهمیده,1
9205,فهمیدن,1
9207,فهیم,1
9209,فوت و فن,-1
9213,فوتی و فوری,1
9215,فوران,-1
9216,فوران چاه نفت,-1
9220,فوری,-1
9222,فوق,1
9223,فوق العاده,1
9224,فوق العاده خطرناک,-1
9250,فیلسوف,1
9256,فیکس,1
9258,فکاهی,1
9259,فکاهی,1
9264,فکری,1
9265,فکسنی,-1
9268,فیروز,1
9269,فیزیولوژی,1
9270,فیزیک,1
9274,فیلسوف,1
9280,فیوز,1
9283,قائم مقام,1
9284,قابض,-1
9285,قابل,1
9288,قابل استناد,1
9291,قابل اطمینان,1
9292,قابل اعتماد,1
9296,قابل تاسف,-1
9298,قابل تحریک,1
9299,قابل تحسین,1
9300,قابل تشخیص,1
9301,قابل تعقیب قانونی,-1
9306,قابل توجه,1
9308,قابل توجیه,1
9309,قابل توصیه,1
9310,قابل جرح و تعدیل,1
9311,قابل حصول,1
9312,قابل حمل,1
9316,قابل ستایش,1
9317,قابل شرب,1
9318,قابل شرح یا اثبات,1
9321,قابل عرضه در بازار,1
9324,قابل قبول,1
9328,قابل ملاحظه,1
9330,قابل کشتیرانی,1
9334,قابلیت,1
9336,قابلیت اطمینان,1
9340,قابل‌اعمال,1
9347,قابل‌شرب,1
9351,قاتل,-1
9352,قادر ساختن,1
9353,قادر مطلق,1
9354,قاراشمیش,-1
9360,قارچ,-1
9364,قاصر,-1
9367,قاطر,-1
9370,قاطعانه,1
9372,قاعده‌مند,1
9373,قاعدگی زنان,1
9379,قالپاق‌دزد,-1
9381,قانع,1
9384,قانون شکن,-1
9385,قانون مند,1
9387,قانون گرا,1
9388,قانون گریز,-1
9390,قانونی,1
9391,قانونی,1
9394,قانون‌شکن,-1
9397,قاپیدن,-1
9398,قاچاق,-1
9399,قاچاق کردن,-1
9400,قاچاقچی,-1
9408,قبر,-1
9409,قبراق,1
9410,قبرستان,-1
9417,قبلا اگاه,1
9421,قبول,1
9425,قتل,-1
9426,قتل عام,-1
9427,قتل نفس,-1
9428,قتلگاه,-1
9430,قحطی‌زده,-1
9431,قحطی,-1
9436,قدبلند,1
9438,قدرت,1
9439,قدرت دادن,1
9442,قدرت نفوذ,1
9443,قدرتمند,1
9444,قدردان,1
9445,قدردانی,1
9446,قدرشناس,1
9447,قدرنشناس,-1
9451,قدم زنی با تبختر,-1
9454,قدیمی,-1
9456,قدکوتاه,-1
9457,قدیمی,-1
9461,قرائت,1
9462,قرار,-1
9470,قرارداد,1
9472,قراضه,-1
9474,قربانی,-1
9475,قرتی,-1
9476,قرص,1
9477,قرص نان,-1
9480,قرض کننده,-1
9495,قروچه,1
9502,قریب به اتفاق,1
9505,قساوت,-1
9509,قسم‌خورده,1
9510,قسی القلب,-1
9514,قشنگ,1
9515,قصاب,-1
9516,قصاصی,-1
9525,قضاگردان,1
9526,قضایی,1
9541,قطع,-1
9542,قطع عضو,-1
9544,قطع کردن,-1
9552,قطعی,1
9555,قفس,-1
9565,قلاب شده,-1
9566,قلابی,-1
9568,قلبمه‌گو,-1
9570,قلبی,1
9571,قلت,-1
9572,قلدر,-1
9574,قلع و قمع,-1
9583,قلمبه,-1
9593,قلوه سنگ,-1
9596,قمار,-1
9597,قمار باز,-1
9603,قناری,1
9605,قناعت پیشه,1
9606,قند,1
9608,قندی,1
9609,قهر کردن,-1
9610,قهرمان,1
9612,قهرمانانه,1
9614,قهرمانی,1
9615,قهری,-1
9616,قهر‌آلود,-1
9617,قهقرایی,-1
9628,قوز,-1
9629,قوزکن,-1
9633,قولنج,-1
9636,قوم و خویشی,1
9639,قوی,1
9640,قوی‌النفس,1
9642,قوی,1
9643,قویا,1
9644,قیامت,-1
9652,قیام,-1
9656,قیری,-1
9660,قیمومیت,1
9664,کوکائین,-1
9667,لاابالی,-1
9670,لات,-1
9681,لاشه,-1
9683,لاشی,-1
9685,لاعلاج,-1
9686,لاغر,-1
9687,لاغر اندام,1
9689,لاغری,-1
9690,لاف زدن,-1
9691,لاقید,-1
9696,لامروت,-1
9699,لانه خرگوش و غیره,-1
9701,لانه کردن,1
9707,لایق,1
9716,لاکردار,-1
9721,لایتجزا,1
9724,لایی,1
9736,لبخند,1
9738,لبریز,1
9743,لبه,-1
9744,لبه تیز شمشیر,1
9752,لب‌شکری,-1
9755,لب‌پر,-1
9756,لب‌پریده,-1
9760,لجن,-1
9761,لجن زار,-1
9764,لجنی,-1
9765,لجن‌آلود,-1
9767,لجوج,-1
9768,لج‌باز,-1
9778,لخته شده,-1
9779,لذت,1
9780,لذت بخش,1
9781,لذت بردن,1
9782,لذت بردن از درد,-1
9783,لذت ثانوی,-1
9784,لذیذ,1
9785,لذیذ,1
9786,لرز,-1
9787,لرزان,-1
9788,لرزش,-1
9791,لرزه‌خیز,-1
9792,لرزیدن,-1
9793,لزبین,-1
9794,لزج,-1
9797,لش,-1
9800,لطف,1
9801,لطمه,-1
9802,لطیف,1
9807,لعل,1
9808,لعن,-1
9809,لعنت,-1
9810,لعنت و تکفیر,-1
9811,لعنتی,-1
9812,لعنتی,-1
9816,لغزش,-1
9819,لغو,-1
9820,لغو کردن,-1
9823,لفظ قلم,1
9825,لق,-1
9827,لقمه,-1
9828,لق‌لقو,-1
9830,لم یزرع,-1
9834,لمپن,-1
9842,لنگ,-1
9843,لنگر,1
9844,لنگر انداخت,-1
9845,لنگر گاه,1
9847,لنگی,-1
9850,له کردن,-1
9853,لهستانی,1
9854,لو لو,-1
9855,لوازم,-1
9860,لوازم نصب کردنی,1
9862,لوده,-1
9866,لوس,-1
9868,لوطی,1
9870,لول,-1
9875,لوله کشی کردن,1
9877,لوند,1
9880,لوکس,1
9882,لیبرال,1
9887,لیدر,1
9900,لکنت زبان پیدا کردن,-1
9901,لکنته,-1
9902,لکه,-1
9903,لکه دار کردن,-1
9905,لکه ننگ,-1
9909,لگد پرانی,-1
9910,لگدمال,-1
9911,لگدکوب,-1
9916,لیزر,1
9919,لیسانسیه یا مهندس,1
9920,لیسیدن,-1
9922,لیمو,-1
9925,مأنوس,1
9927,مات,-1
9928,مات و متحیر کردن,1
9930,ماتم‌زده,-1
9933,ماجرا,1
9938,مادر,-1
9939,مادر بزرگ,1
9944,مادرمرده,-1
9946,مادری,1
9947,ماده,1
9948,ماده قابل اشتعالآتش سوزی,-1
9950,ماده چسبنده و لزج,-1
9951,ماده گرایی,-1
9959,مار,-1
9960,مار ابی,-1
9964,مارس,1
9965,مارشال,1
9973,مارگزیده,-1
9976,مازاد,-1
9978,ماساژ,1
9981,ماسک,-1
9993,مافوق,1
9994,مافوق انسانی,1
9997,مافیای,-1
10001,مال باخته,-1
10004,مالاریا,-1
10007,مالش دادن,-1
10010,مالوف,1
10013,مالیخولیایی,-1
10017,مالیات,-1
10018,مالیات غیر مستقیم,-1
10019,مالیخولیایی,-1
10022,مال‌مردم‌خور,-1
10024,مامانی,1
10026,مامایی,1
10030,مامور اداری,-1
10031,مامور اعدام,-1
10032,مامور پلیس,1
10033,ماموریت,1
10034,مامورین عالیرتبه,1
10036,مانا,1
10037,ماندن,-1
10038,ماندنی,1
10040,مانده,-1
10042,ماندگار,1
10043,مانع,-1
10045,مانع شدن,-1
10050,مانوس,1
10055,ماه عسل رفتن,1
10057,ماهر,1
10058,ماهرانه,1
10075,ماهیگیری,-1
10081,مایل,1
10082,مایه‌دار,1
10083,مایوس,-1
10084,ماچ,1
10090,مایحتاج,-1
10095,مایه تاسف,-1
10096,ما‌ه‌زده,-1
10100,مبارز,-1
10101,مبارزات انتخاباتی,-1
10103,مبارزه,-1
10105,مبارک,1
10106,مباشر,1
10107,مبالغه,-1
10109,مبالغه کردن در,-1
10111,مباهات,-1
10112,مبتدی,-1
10114,مبتذل,-1
10115,مبتلا,-1
10116,مبتلا به واریس,-1
10118,مبتکر,1
10126,مبلغ,1
10130,مبنی بر لذات جسمانی,1
10131,مبهم,-1
10132,مبهوت,-1
10133,متابعت,1
10136,متارکه روابط,-1
10137,متاستاز,-1
10138,متاسف,-1
10139,متاسفانه,-1
10143,متانت,1
10146,متبحر,1
10147,متبرک,1
10148,متبرکه,1
10149,متبلور,1
10150,متجانس,1
10151,متجاوز,-1
10152,متجدد,1
10154,متجلی,1
10155,متحجر,-1
10156,متحد,1
10158,متحد المرکز,1
10160,متحده,1
10161,متحرک,1
10162,متحصن,-1
10163,متحمل,-1
10167,متخاصم,-1
10175,متخلف,-1
10178,متداول,1
10180,متدیک,1
10191,مترقی,1
10192,مترقی,1
10194,متروک,-1
10195,متروکه,-1
10197,متزلزل,-1
10198,متساهل,1
10204,متشخص,1
10206,متشنج,-1
10207,متشکر,1
10219,متضرر,-1
10221,متظاهر,-1
10222,متعادل,1
10226,متعالی,1
10227,متعالی,1
10233,متعرض,-1
10234,متعصب,-1
10235,متعفن,-1
10236,متعلق,-1
10240,متعهد,1
10241,متعین,1
10242,متغایر,-1
10243,متغلب,-1
10246,متفرعن,-1
10248,متفق القول,1
10252,متفکر,1
10253,متقابل,1
10256,متقارن,1
10262,متقاعد کردن,1
10263,متقاعد کننده,1
10265,متقلب,-1
10266,متقی,1
10267,متلاشی,-1
10270,متلون,-1
10273,متمایل,1
10275,متمایل,1
10278,متمتع,1
10279,متمدن,1
10280,متمرد,-1
10284,متملق,-1
10285,متمم,1
10287,متمول,1
10289,متنازع فیه,-1
10292,متناظر,1
10294,متناقض,-1
10295,متناوب,-1
10296,متنعم,1
10297,متنفذ,1
10298,متنفر,-1
10299,متنوع,1
10305,متهم,-1
10306,متهم ساختن,-1
10307,متهم کردن,-1
10308,متهور,-1
10310,متواری,-1
10311,متوازن,1
10312,متواضع,1
10315,متوجه,1
10316,متوحش,-1
10318,متورم,-1
10319,متوسط,-1
10322,متوفی,-1
10323,متوقع,-1
10326,متولد شده پس از مرگ پدر,-1
10328,متین,1
10329,متکبر,-1
10333,متکی,-1
10337,مثبت,1
10338,مثبت‌گرا,1
10340,مثل حلزون حرکت کردن,-1
10345,مثله,-1
10346,مثمر,1
10347,مثمرثمر,1
10348,مجاب,1
10349,مجادله,-1
10352,مجاز,1
10353,مجازات,-1
10354,مجازات کردن,-1
10359,مجاهدین,-1
10362,مجبور,-1
10364,مجتمعا,1
10366,مجذوب,-1
10368,مجرب,1
10369,مجرد,-1
10370,مجرم,-1
10371,مجرمیت,-1
10372,مجروح,-1
10374,مجسمه,1
10377,مجسمه سازی,1
10382,مجلس ترحیم,-1
10385,مجلس‌گرم‌کن,1
10386,مجلل,1
10392,مجموعه خوانندگان,1
10396,مجنون,-1
10398,مجهز,1
10401,مجهول الهویه,-1
10405,محاسبه,-1
10408,محاصره,-1
10409,محافظ,1
10410,محافظت,1
10411,محافظه کار,-1
10414,محال,-1
10416,محاورهای,1
10417,محب,1
10418,محبت,1
10420,محبوب,1
10421,محبوبیت,1
10422,محبوس,-1
10424,محتاط,1
10427,محترم,1
,محترمانه,1
10430,محتوا,1
10433,محتکر,-1
10435,محجوب,1
10436,محدودی,-1
10437,محدود,-1
10438,محدود کردن,-1
10440,محدودکننده,-1
10441,محدودیت,-1
10443,محراب,1
10444,محرز,1
10445,محرم,1
10447,محروم,-1
10449,محرومان,-1
10450,محرومیت زدا,1
10451,محرومیت,-1
10455,محسوس,1
10460,محصول,1
10462,محصولات,1
10467,محقق,1
10470,محل,1
10472,محل اقامت,1
10475,محل تولد,-1
10477,محل سکونت,1
10479,محله یهودی نشین,-1
10486,محو,-1
10487,محو شدن,-1
10488,محور,1
10493,محیرالعقول,-1
10496,محکم,1
10501,محکمه,-1
10502,محکوم,-1
10503,محکوم کردن,-1
10504,محکومیت,-1
10507,مخارج,-1
10513,مخالف,-1
10514,مخالف خوان,-1
10515,مخالفت,-1
10516,مخالفت با,-1
10519,مخترع,1
10521,مختصات,-1
10526,مختل,-1
10528,مختلج,1
10532,مخدر,-1
10533,مخدوش,-1
10534,مخرب,-1
10536,مخروبه,-1
10547,مخفی نگاه داشتن,1
10548,مخل,-1
10549,مخلص,1
10550,مخلوط,-1
10555,مخمصه,-1
10556,مخمل خواب دار,1
10559,مخملی,1
10560,مخوف,-1
10561,مد روز,1
10565,مداخله‌جویانه,-1
10570,مدارا,-1
10572,مدافع,1
10573,مدال,1
10577,مداوم,1
10579,مدت اجاره,1
10583,مددکار,1
10587,مدرس,1
,مدرن,1
10597,مدفوع,-1
10598,مدفوع انسان وحیوان,-1
10599,مدفوعی,-1
10601,مدل,1
10602,مدنی,1
10611,مدیر,1
10612,مدیریت,1
10613,مدیون,-1
10617,مذاکره کردن,1
10618,مذاکره کننده,1
10619,مذبوح,-1
10620,مذموم,-1
10623,مذهبی,1
10629,مراسم,1
10633,مراقب,1
10635,مراقبت,1
10639,مربا,1
10644,مربوط,1
10646,مربوط به اشپزخانه,1
10647,مربوط به اپرا,-1
10648,مربوط به خدا سالاری,-1
10654,مربوط به همکاری,1
10655,مربوط به پیری,-1
10660,مربی,1
10665,مرتجع,-1
10666,مرتد,-1
10670,مرتکب جنایت یا جنحه,-1
10676,مرحبا,1
10680,مرحوم,-1
10685,مرد دیوانه,-1
10686,مرداب,-1
10687,مردانه,1
10688,مردانگی,1
10689,مردد,-1
10692,مردم آزار,-1
10694,مردم پسند,1
10696,مردم‌رنگ‌کن,-1
10697,مردن,-1
10698,مردنی,-1
10699,مرده,-1
10700,مرده شوی خانه,-1
10701,مرده پرست,-1
10704,مردودی,-1
10708,مردیا بچه زن صفت,-1
10715,مرسوم، مد روز,1
10717,مرض,-1
10718,مرض جرب,-1
10722,مرعوب,-1
10726,مرغ نوروزی,-1
10728,مرغزار,1
10729,مرغوب,1
10730,مرفه,1
10731,مرمت,1
10732,مرموز,-1
10734,مرهم,1
10740,مرور,-1
10742,مریض,-1
10743,مریض‌احوال,-1
10745,مرکز,1
10752,مرگ,-1
10753,مرگ اسان,-1
10754,مرگ ومیر,-1
10755,مرگبار,-1
10756,مرگ‌آور,-1
10758,مریض,-1
10759,مریم گلی,1
10760,مزاحم,-1
10761,مزاحمت,-1
10764,مزخرف,-1
10765,مزد,1
10767,مزدور,-1
10772,مزمن,-1
10773,مزمور,1
10774,مزیت,1
10776,مسئله,-1
10777,مسئله‌دار,-1
10779,مسئولیت,1
10780,مسئولیت پذیر,1
10785,مساحی,1
10786,مساعد,1
10788,مسافرت کردن,1
10792,مسالمت آمیز,1
10794,مساله‌ساز,-1
10795,مسامحه,-1
10796,مسامحه کار,-1
10800,مست,-1
10801,مستاجر,1
10802,مستبد,-1
10803,مستبدانه,-1
10806,مستحضر,1
10808,مستحکم,1
10809,مستدل,1
10810,مستراح,-1
10812,مستضعف,-1
10822,مستعمل,-1
10824,مستغلات,-1
10839,مستهلک,-1
10840,مستولی,1
10842,مستکبر,-1
10843,مستی,-1
10844,مست‌مست,-1
10850,مسحور,1
10853,مسخره,-1
10854,مسخره امیز,-1
10856,مسدود,-1
10857,مسدود کردن,-1
10858,مسدود کننده,-1
10860,مسرف,-1
10861,مسرور,1
10864,مسری,-1
10865,مسطح,1
10869,مسلط,1
10874,مسلوب‌الاختیار,-1
10875,مسلول,-1
10878,مسموم,-1
10879,مسمومیت,-1
10882,مسهل,1
10887,مسکن,1
10894,مسکین,-1
10900,مشارکت,1
10902,مشاغل,1
10906,مشاور,1
10911,مشتاق,1
10916,مشتری,1
10920,مشتق,1
10923,مشخص شده,1
10928,مشروب,-1
10929,مشروب الکلی,-1
10932,مشروطه,1
10936,مشغول,1
10937,مشقت بار,-1
10938,مشمئزکننده,-1
10941,مشمول,1
10943,مشهود,1
10944,مشهور,1
10945,مشورت,1
10949,مشوش,-1
10950,مشوق,1
10952,مشکل,-1
10953,مشکل گشا,1
10954,مشکلات,-1
10955,مشکل‌پسند,-1
10956,مشکوک,-1
10959,مصاحب,1
10961,مصادره,-1
10964,مصالحه,1
10965,مصدوم,-1
10972,مصلح,1
10973,مصلحت آمیز,1
10974,مصلحت بین,1
10975,مصلحتی,1
10976,مصلوب,-1
10983,مصون از خطا,1
10985,مصیبت بار,-1
10986,مصیبت دیده,-1
10989,مضحک,-1
10990,مضر,-1
10991,مضطرب,-1
10994,مطابقت,1
10997,مطالعه,1
10999,مطبوع,1
11003,مطرح کردن,-1
11006,مطرود,-1
11009,مطلق,1
11011,مطلوب,1
11012,مطمئن,1
11014,مطهر,1
11017,مظلوم,-1
11022,معارض,-1
11023,معارف‌پرور,1
11025,معاشرتی,1
11026,معاشقه,1
11029,معافیت,1
11031,معامله,1
11032,معاند,-1
11036,معاینه,-1
11038,معتاد,-1
11040,معتبر,1
11041,معتدل,1
11042,معترض,-1
11045,معتقد به فلسفه طبیعی,1
11046,معجزه,1
11047,معجزه آسا,1
11048,معجزه اسا,1
11056,معدوم کردن,-1
11063,معروف,1
11065,معسر,-1
11066,معشوقه,-1
11067,معصوم,1
11068,معصیت‌کار,-1
11069,معضل,-1
11070,معطر,1
11071,معطل,-1
11073,معظم,1
11074,معقول,1
11078,معلم,1
11079,معلول,-1
11085,معمول,1
11089,معنادار,1
11093,معنویت,1
11094,معنی‌دار,1
11097,معوقه,-1
11099,معین,1
11100,معیوب,-1
11105,معین,1
11106,معیوب,-1
11109,مغایر,-1
11110,مغذی,1
11111,مغذی,1
11112,مغرض,-1
11113,مغرضانه,-1
11116,مغز,1
11121,مغزی,1
11122,مغشوش,-1
11123,مغلوب,-1
11126,مغناطیس,1
11130,مفتخر,1
11131,مفتضحانه,-1
11134,مفت‌خور,-1
11138,مفسد,-1
11139,مفسر,1
11141,مفصل بندی,1
11145,مفقودالاثر,-1
11146,مفقوده,-1
11147,مفلس,-1
11148,مفهوم,1
11150,مفید,1
11151,مفید,1
11156,مقاربت,1
11163,مقام,1
11164,مقام مارکیز,1
11166,مقام کشیش,1
11168,مقاوم,-1
11169,مقاومت,-1
11170,مقاومت در برابر,-1
11171,مقاومتی,1
11173,مقایسه,-1
11175,مقبره,-1
11176,مقبول,1
11178,مقتدر,1
11179,مقتصد,1
11180,مقتول,-1
11182,مقدر,1
11183,مقدس,1
11186,مقدماتی,1
11192,مقرراتی,1
11194,مقروض,-1
11197,مقصد,1
11198,مقصر,-1
11204,مقعد,-1
11207,مقهور,-1
11210,مقوی,1
11211,مقید,1
11215,مقید,-1
11217,ملاحظه کار,1
11222,ملال‌آور,-1
11223,ملال‌انگیز,-1
11228,ملایم,1
11229,ملایمت,1
11234,ملحد,-1
11236,ملخ,-1
11237,ملزم,1
11239,ملعون,-1
11240,ملغی,-1
11247,ملوک الطوایفی,-1
11249,ملیح,1
11261,ملین,-1
11263,ممانعت,1
11264,ممتاز,1
11268,مملو,-1
11270,ممنوع,-1
11273,ممنوعیت,-1
11274,ممنوع‌الخروج,-1
11275,ممنوع‌الورود,-1
11276,ممنون,1
11281,من من کردن,-1
11282,منابع,1
11283,مناجات,1
11285,منادی,-1
11287,مناسب,1
,مناسبی,1
11291,مناظره,1
11292,منافق,-1
11293,منافی,-1
11294,مناقصه,1
11297,منبر,1
11300,منتخب,1
11301,منتزع,-1
11305,منتشر نشده,-1
11306,منتشر کردن,1
11317,منجی,1
11318,منحرف,-1
11320,منحرف کردن,-1
11321,منحصر به فرد,1
11322,منحصربه‌فرد,1
11323,منحط,-1
11324,منحل,-1
11329,منزجر کننده,-1
11331,منزل یا حیاط پهلویی یا دور افتاده,-1
11332,منزوی,-1
11333,منزوی,-1
11334,منسجم,1
11336,منسوخ,-1
11349,منصفانه,1
11357,منطقی,1
11358,منطقی,1
11360,منظم,1
11361,منظمی,1
11363,منع,-1
11364,منع کردن,-1
11370,منفجر شدن,-1
11372,منفرجه,-1
11376,منفعت طلب,-1
11377,منفعت‌گرا,-1
11378,منفعل,-1
11379,منفور,-1
11380,منفورترین,-1
11381,منفی,-1
11382,منفی‌باف,-1
11383,منفی‌گرا,-1
11384,منفی,-1
11386,منقبض,-1
11387,منقبض شده,-1
11389,منقد,-1
11390,منقرض,-1
11391,منقرض شده,-1
11392,منقضی شدن,-1
11394,منقطع,-1
11398,منهدم,-1
11399,منهدم کردن,-1
11403,منکر,-1
11405,منکوب,-1
11406,منگنه,-1
11408,منگوله دار,-1
11410,مه,-1
